author_name,mock_name,mocks_scraped,years_covered,avg_custom_accuracy_score,avg_player_to_pick_match_rate,avg_player_to_team_match_rate,avg_team_to_position_match_rate,avg_round_match_rate,avg_player_drafted_match_rate,avg_mean_pick_abs_error
Zach Brunner,Let's Go WI,2,2,12.454637096774194,0.1098790322580645,0.12651209677419356,0.141633064516129,0.8245967741935484,1.0,10.70766129032258
Cam Mellor,Pro Football Network,2,2,12.298387096774194,0.08014112903225805,0.12752016129032256,0.1759072580645161,0.7777217741935484,1.0,14.920362903225806
Newt Westen,0-Tech Draft,1,1,12.187500000000002,0.0625,0.09375,0.28125,0.8125,1.0,6.28125
Jeff Risdon,RealGM,1,1,12.1875,0.09375,0.125,0.15625,0.8125,1.0,9.375
Mike Lockhart,98.5 The Sports Hub,2,2,11.970766129032258,0.09627016129032255,0.11189516129032255,0.17439516129032256,0.8563508064516129,1.0,9.057459677419356
Andrew Buller-Russ,Sportsnaut,1,1,11.935483870967742,0.064516129032258,0.0967741935483871,0.2580645161290322,0.7741935483870968,1.0,12.870967741935484
Ian Fitz,NFL Draft Buzz,1,1,11.875,0.09375,0.09375,0.21875,0.71875,1.0,12.125
Keith Libby,Draft Dive,1,1,11.5625,0.0625,0.09375,0.25,0.8125,1.0,14.5625
Jake Oliver,Dynasty Nerds,1,1,11.29032258064516,0.064516129032258,0.0967741935483871,0.2258064516129032,0.8709677419354839,1.0,6.516129032258065
Justin Bales,FF Today,1,1,11.25,0.09375,0.09375,0.1875,0.875,1.0,12.46875
Staff,Arrowhead Addict,1,1,11.25,0.0625,0.0625,0.3125,0.75,1.0,9.09375
Sayre Bedinger,NFL Spin Zone,2,1,11.129032258064516,0.08064516129032255,0.1290322580645161,0.1129032258064516,0.8064516129032258,1.0,8.53225806451613
Ben Volin,Boston Globe,1,1,10.9375,0.03125,0.125,0.1875,0.8125,1.0,9.90625
Scott Gorman,With The First Pick,1,1,10.9375,0.03125,0.125,0.1875,0.78125,1.0,14.1875
Randy Gurzi,Dawg Pound Daily,1,1,10.0,0.0967741935483871,0.064516129032258,0.1935483870967742,0.7419354838709677,1.0,12.193548387096774
Conor Dorney,Fansided,1,1,10.0,0.09375,0.09375,0.125,0.78125,1.0,9.6875
Rob Judin,The Draft Network,2,2,9.899193548387096,0.078125,0.0942540322580645,0.14213709677419356,0.7610887096774194,1.0,12.71421370967742
Staff,Behind The Steel Curtain,1,1,9.6875,0.09375,0.0625,0.1875,0.75,1.0,13.9375
Derek Togerson,NBC San Diego,1,1,9.375,0.125,0.0625,0.125,0.71875,1.0,10.625
Craig Strachan,Ninety Nine Yards,1,1,9.062500000000002,0.0625,0.09375,0.125,0.8125,1.0,13.5625
Mike O'Hara,DetroitLions.com,1,1,9.062500000000002,0.0625,0.09375,0.125,0.84375,1.0,12.0625
Jarrett Bailey,Bears Wire,1,1,8.75,0.03125,0.09375,0.15625,0.71875,1.0,15.0
Tyler Roman,Hogs Haven,1,1,8.4375,0.0,0.09375,0.1875,0.8125,1.0,12.3125
John Supowitz,Fantasy Pros,1,1,8.0,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.8,1.0,10.333333333333334
Alex Simpson,Rise N Draft,1,1,7.500000000000001,0.0,0.0625,0.21875,0.78125,1.0,11.0625
Staff,Pro Football Network,1,1,7.187499999999999,0.03125,0.0625,0.15625,0.8125,1.0,9.46875
Jarrett Bailey,Touchdown Wire,1,1,6.875000000000001,0.0625,0.0625,0.09375,0.75,1.0,16.6875
Alex Kozora,Steelers Depot,1,1,5.9375,0.03125,0.0625,0.09375,0.8125,1.0,13.9375
Drae Harris,The Draft Network,1,1,5.9375,0.03125,0.0625,0.09375,0.78125,1.0,10.6875
Natalie Miller,Draftwire,1,1,5.625,0.0,0.0625,0.125,0.78125,1.0,13.46875
Jack McKessy,The Draft Network,1,1,5.161290322580644,0.032258064516129,0.032258064516129,0.1290322580645161,0.7419354838709677,0.967741935483871,12.133333333333333
Kenneth Arthur,Silver And Black Pride,1,1,4.6875,0.03125,0.0625,0.03125,0.8125,1.0,9.125
Keith Manlove,Off Tackle Empire,1,1,2.8125,0.0,0.03125,0.0625,0.34375,1.0,49.8125
Mike Frazer,Behind The Steel Curtain,1,1,2.666666666666667,0.0,0.0,0.1333333333333333,0.7666666666666667,1.0,12.466666666666669
