player_name,player_position,mock_count,unique_mocks,unique_authors,avg_round,median_round,min_round,max_round,avg_pick,median_pick,min_pick,max_pick,team_count,most_common_team,most_common_team_slug
Corey Thornton,CB,1,1,1,7.0,7.0,7,7,,,,,1,Kansas City Chiefs,kansas-city-chiefs
Donovan Edwards,RB,1,1,1,6.0,6.0,6,6,,,,,1,Minnesota Vikings,minnesota-vikings
Donovan McMillon,S,1,1,1,7.0,7.0,7,7,,,,,1,Pittsburgh Steelers,pittsburgh-steelers
Elijah Alston,EDGE,1,1,1,6.0,6.0,6,6,,,,,1,Los Angeles Rams,los-angeles-rams
Elijah Arroyo,TE,1,1,1,3.0,3.0,3,3,,,,,1,New England Patriots,new-england-patriots
Elijah Simmons,DL,1,1,1,6.0,6.0,6,6,,,,,1,Cleveland Browns,cleveland-browns
Elijhah Badger,WR,1,1,1,7.0,7.0,7,7,,,,,1,Chicago Bears,chicago-bears
Ethan Downs,EDGE,1,1,1,6.0,6.0,6,6,,,,,1,Dallas Cowboys,dallas-cowboys
Eugene Asante,LB,1,1,1,7.0,7.0,7,7,,,,,1,Cleveland Browns,cleveland-browns
Fadil Diggs,EDGE,1,1,1,7.0,7.0,7,7,,,,,1,Pittsburgh Steelers,pittsburgh-steelers
Francisco Mauigoa,LB,1,1,1,5.0,5.0,5,5,,,,,1,New England Patriots,new-england-patriots
Gavin Bartholomew,TE,1,1,1,7.0,7.0,7,7,,,,,1,Dallas Cowboys,dallas-cowboys
Gunnar Helm,TE,1,1,1,3.0,3.0,3,3,,,,,1,Denver Broncos,denver-broncos
Hayden Conner,IOL,1,1,1,7.0,7.0,7,7,,,,,1,Houston Texans,houston-texans
Isas Waxter,CB,1,1,1,6.0,6.0,6,6,,,,,1,Tennessee Titans,tennessee-titans
Jackson Woodard,LB,1,1,1,7.0,7.0,7,7,,,,,1,New York Giants,new-york-giants
Jacob Bayer,IOL,1,1,1,6.0,6.0,6,6,,,,,1,New Orleans Saints,new-orleans-saints
Jailin Walker,LB,1,1,1,7.0,7.0,7,7,,,,,1,Seattle Seahawks,seattle-seahawks
Jamaal Pritchett,WR,1,1,1,6.0,6.0,6,6,,,,,1,Tennessee Titans,tennessee-titans
James Burnip,P,1,1,1,6.0,6.0,6,6,,,,,1,Buffalo Bills,buffalo-bills
James Pearce Jr.,EDGE,1,1,1,1.0,1.0,1,1,,,,,1,Washington Commanders,washington-commanders
Jamon Dumas-Johnson,LB,1,1,1,5.0,5.0,5,5,,,,,1,Arizona Cardinals,arizona-cardinals
Jay Toia,DL,1,1,1,4.0,4.0,4,4,,,,,1,Seattle Seahawks,seattle-seahawks
Jimmy Horn Jr.,WR,1,1,1,7.0,7.0,7,7,,,,,1,Miami Dolphins,miami-dolphins
Jonah Monheim,IOL,1,1,1,7.0,7.0,7,7,,,,,1,San Francisco 49ers,san-francisco-49ers
Jordan Watkins,WR,1,1,1,7.0,7.0,7,7,,,,,1,San Francisco 49ers,san-francisco-49ers
Junior Tafuna,DL,1,1,1,7.0,7.0,7,7,,,,,1,Dallas Cowboys,dallas-cowboys
Kaden Prather,WR,1,1,1,7.0,7.0,7,7,,,,,1,New York Giants,new-york-giants
Kaimon Rucker,EDGE,1,1,1,6.0,6.0,6,6,,,,,1,Las Vegas Raiders,las-vegas-raiders
Karene Reid,LB,1,1,1,7.0,7.0,7,7,,,,,1,Chicago Bears,chicago-bears
Kobe Hudson,WR,1,1,1,4.0,4.0,4,4,,,,,1,Buffalo Bills,buffalo-bills
Korie Black,CB,1,1,1,5.0,5.0,5,5,,,,,1,New York Giants,new-york-giants
Kurtis Rourke,QB,1,1,1,7.0,7.0,7,7,,,,,1,Miami Dolphins,miami-dolphins
Kyle Monangai,RB,1,1,1,5.0,5.0,5,5,,,,,1,New York Giants,new-york-giants
LaJohntay Wester,WR,1,1,1,7.0,7.0,7,7,,,,,1,Miami Dolphins,miami-dolphins
LeQuint Allen Jr.,RB,1,1,1,6.0,6.0,6,6,,,,,1,Tampa Bay Buccaneers,tampa-bay-buccaneers
Malik Verdon,S,1,1,1,7.0,7.0,7,7,,,,,1,New York Giants,new-york-giants
Marques Sigle,S,1,1,1,5.0,5.0,5,5,,,,,1,Seattle Seahawks,seattle-seahawks
Mason Graham,DL,1,1,1,1.0,1.0,1,1,,,,,1,Carolina Panthers,carolina-panthers
Mello Dotson,CB,1,1,1,7.0,7.0,7,7,,,,,1,San Francisco 49ers,san-francisco-49ers
Melvin Smith Jr.,CB,1,1,1,6.0,6.0,6,6,,,,,1,Baltimore Ravens,baltimore-ravens
Moliki Matavao,TE,1,1,1,6.0,6.0,6,6,,,,,1,Baltimore Ravens,baltimore-ravens
Montrell Johnson,RB,1,1,1,7.0,7.0,7,7,,,,,1,Seattle Seahawks,seattle-seahawks
Nazir Stackhouse,DL,1,1,1,7.0,7.0,7,7,,,,,1,Green Bay Packers,green-bay-packers
Nick Nash,WR,1,1,1,6.0,6.0,6,6,,,,,1,Los Angeles Rams,los-angeles-rams
Patrick Jenkins,DL,1,1,1,7.0,7.0,7,7,,,,,1,Cleveland Browns,cleveland-browns
Phil Mafah,RB,1,1,1,7.0,7.0,7,7,,,,,1,Dallas Cowboys,dallas-cowboys
Rivaldo Fairweather,TE,1,1,1,7.0,7.0,7,7,,,,,1,Kansas City Chiefs,kansas-city-chiefs
Robbie Ouzts,TE,1,1,1,7.0,7.0,7,7,,,,,1,Seattle Seahawks,seattle-seahawks
Robert Longerbeam,CB,1,1,1,7.0,7.0,7,7,,,,,1,New England Patriots,new-england-patriots
Samuel Brown,WR,1,1,1,7.0,7.0,7,7,,,,,1,Miami Dolphins,miami-dolphins
Shaun Dolac,LB,1,1,1,5.0,5.0,5,5,,,,,1,Houston Texans,houston-texans
Simeon Barrow Jr.,DL,1,1,1,6.0,6.0,6,6,,,,,1,Indianapolis Colts,indianapolis-colts
Tahj Brooks,RB,1,1,1,7.0,7.0,7,7,,,,,1,New York Giants,new-york-giants
Tez Johnson,WR,1,1,1,6.0,6.0,6,6,,,,,1,Cleveland Browns,cleveland-browns
Thor Griffith,DL,1,1,1,7.0,7.0,7,7,,,,,1,Indianapolis Colts,indianapolis-colts
Tyler Batty,EDGE,1,1,1,7.0,7.0,7,7,,,,,1,Kansas City Chiefs,kansas-city-chiefs
Tyler Loop,K,1,1,1,7.0,7.0,7,7,,,,,1,New England Patriots,new-england-patriots
Xavier Truss,OT,1,1,1,7.0,7.0,7,7,,,,,1,Kansas City Chiefs,kansas-city-chiefs
