year,team_slug,team_name,player_norm,player_name,position_raw,position_normalized,school,visit_types_normalized,visit_statuses,sources,source_count,source_record_count,position_sources,school_sources,visit_type_sources,backfilled_position,backfilled_school,backfilled_visit_type,raw_visit_codes,raw_visit_markers
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jackbech,Jack Bech,WR,WR,TCU,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jacksonslater,Jackson Slater,Offensive Guard,G,Sacramento State,top_30_visit|combine_meeting,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jacobparrish,Jacob Parrish,Cornerback,CB,Kansas State,top_30_visit,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jaheimthomas,Jaheim Thomas,LB,LB,Wisconsin,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jaylenreed,Jaylen Reed,S,S,Penn State,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jaylinlane,Jaylin Lane,WR,WR,Virginia Tech,combine_meeting,scheduled,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jaylinnoel,Jaylin Noel,Wide Receiver,WR,Iowa State,top_30_visit,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,T30,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jaylinsmith,Jaylin Smith,CB,CB,USC,top_30_visit|combine_meeting,reported,nfltraderumors,1,2,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jeffreybassa,Jeffrey Bassa,LB,LB,Oregon,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jihaadcampbell,Jihaad Campbell,LB,LB,Alabama,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jonahmonheim,Jonah Monheim,OL,OL,USC,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jonassanker,Jonas Sanker,S,S,Virginia,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,jordanmccloud,Jordan McCloud,Quarterback,QB,Texas State,pro_day_or_campus_meeting_workout|pro_day_meeting|private_workout,reported,nfltraderumors|walterfootball,2,2,2,2,2,False,False,False,PRO,
2025,tampa-bay-buccaneers,Tampa Bay Buccaneers,juniortafuna,Junior Tafuna,DL,DL,Utah,combine_meeting,reported,nfltraderumors,1,1,1,1,1,False,False,False,,
